customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
7567-ecmcm,male,0,no,no,24,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),79.85,2001.0,no
6115-ztbfq,female,0,yes,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),65.5,4919.7,no
6353-brmma,female,0,yes,yes,54,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),104.1,5645.8,no
6680-wkxrz,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74.4,215.8,yes
6231-wfgfh,male,0,yes,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.5,77.6,no
9904-ehevj,female,1,yes,yes,32,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,mailed check,91.35,2896.55,no
7028-dvoiq,male,1,no,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.05,3395.8,yes
6169-ppetc,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.5,759.35,no
4208-uffgw,male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.95,85.15,yes
8584-kmvxd,female,0,no,no,8,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,75.6,535.55,no
8467-wynsr,male,0,no,no,22,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed check,55.1,1253.15,no
0851-dfjkb,female,0,no,no,15,yes,no,dsl,yes,no,yes,yes,no,no,month-to-month,no,electronic check,58.95,955.15,no
5382-soyzl,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,2162.6,no
9448-reevd,male,0,yes,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),44.7,44.7,yes
3261-cqxol,female,0,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.45,1813.35,no
8388-fynpz,male,0,no,no,4,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,electronic check,56.75,245.15,no
4002-bqwpq,male,0,no,no,25,yes,yes,dsl,yes,yes,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),81.75,2028.8,no
5651-ylprd,female,0,yes,yes,32,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,86.1,2723.75,no
2826-dxlqo,male,1,yes,no,7,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),29.8,220.45,no
4378-bzyfp,male,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.5,365.8,no
9489-utfka,male,1,yes,no,8,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),60.9,551.95,no
4849-pyrlq,female,1,no,no,56,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,bank transfer (automatic),73.25,4054.2,no
9117-shlzx,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.7,45.7,yes
9889-tmahg,male,1,no,no,8,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,no,credit card (automatic),100.3,832.35,yes
4541-rmrlg,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.25,112.3,yes
7764-bdpee,male,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.85,60.65,no
3429-iflem,female,0,no,no,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),77.35,5550.1,no
3158-moerk,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.0,174.8,yes
7294-tmaop,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.55,90.55,yes
5002-gcqfh,male,0,yes,no,49,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),93.85,4733.1,no
0556-fjegu,male,0,no,no,58,yes,no,dsl,no,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),70.1,4048.95,no
8919-fyfqz,male,1,yes,no,44,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,30.35,1359.7,yes
0604-thjfp,female,0,yes,yes,59,yes,no,dsl,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),75.95,4542.35,no
2834-jrtua,male,0,no,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,108.05,7532.15,yes
5875-ypqfj,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.9,69.9,yes
5879-sesnb,female,0,no,no,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.25,888.65,no
6646-qvxlr,male,1,yes,no,62,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,103.75,6383.35,yes
6461-ppaxn,female,0,yes,yes,35,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,bank transfer (automatic),54.95,1916.0,no
3318-isqfq,female,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),19.5,413.0,no
1106-hrlkz,male,0,yes,yes,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,808.95,no
2483-xssmz,female,0,no,no,39,yes,no,dsl,yes,no,no,no,no,no,one year,yes,electronic check,47.85,1886.4,no
8603-ijwdn,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.6,86.6,yes
8165-zjrnm,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.75,1679.25,no
9369-xfehk,female,1,yes,no,33,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.6,2656.5,yes
2604-xvdam,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),43.8,540.95,no
3717-ofrtn,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.75,19.75,no
9046-jbfwa,male,0,no,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.15,537.35,no
3280-nmuvx,male,0,yes,yes,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.6,678.8,no
1206-ehbdd,female,0,yes,no,56,yes,no,fiber optic,yes,no,yes,no,no,no,two year,no,bank transfer (automatic),80.3,4513.65,no
8361-lbrdi,female,0,no,no,58,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.35,1423.85,no
4883-kcpzj,female,0,yes,yes,22,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.25,555.4,no
9108-eqpnq,female,0,yes,yes,10,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),26.1,225.55,no
7277-kamwt,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.0,268.45,no
3842-iykue,female,0,no,no,35,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,no,credit card (automatic),85.3,2917.5,yes
6641-xrpsu,female,0,no,no,34,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),70.0,2416.1,yes
1374-dmzui,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.3,424.45,yes
2545-lxyvj,male,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.7,1492.1,no
3234-vkacu,male,0,no,no,2,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,no,electronic check,70.3,132.4,no
8357-eqxfo,female,0,no,no,7,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,95.35,660.9,yes
1989-prjhp,male,1,yes,no,27,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,1893.95,yes
8120-jdcam,male,0,yes,yes,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.55,284.9,no
8917-faemr,female,0,no,no,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.85,784.25,no
7047-yxdmz,male,0,no,no,21,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,417.7,no
2858-eimxh,female,1,yes,no,53,yes,yes,fiber optic,no,no,no,no,yes,yes,one year,yes,credit card (automatic),95.85,5016.25,no
9524-egpjc,female,0,no,no,18,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,electronic check,90.1,1612.75,yes
6993-ohlxr,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,68.95,119.75,yes
8818-xyfcq,male,0,yes,yes,32,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),99.55,3204.65,yes
6419-zttle,male,1,yes,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,20.75,485.2,no
0929-hyqew,male,0,no,no,3,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,50.15,160.85,no
6614-yolac,female,0,yes,yes,71,no,no phone service,dsl,yes,yes,no,yes,yes,yes,two year,no,mailed check,58.65,4145.25,no
7426-rhzgu,male,0,no,no,9,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),95.9,827.45,no
4065-jjava,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,49.5,49.5,no
4695-vadhf,male,0,yes,yes,18,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,no,electronic check,57.45,990.85,yes
3863-iubjr,male,0,yes,yes,12,yes,no,dsl,no,no,no,no,no,yes,one year,no,credit card (automatic),53.65,696.35,yes
7649-sijjf,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,80.1,5585.4,no
9361-ynqwj,female,0,no,no,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),24.4,1601.2,no
3748-fvmzz,male,0,no,no,4,no,no phone service,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,40.05,162.45,no
9391-ttoyh,female,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.5,470.2,no
1452-xrsjv,female,0,yes,yes,39,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),51.05,2066.0,no
3422-wjoyd,male,0,yes,no,28,yes,no,dsl,yes,no,no,yes,no,no,one year,no,mailed check,54.35,1426.45,no
8242-soquo,female,1,no,no,5,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,84.7,392.5,no
7460-itwwp,female,1,yes,no,45,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,86.1,3861.45,no
7147-aybaa,male,0,no,no,37,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.35,2552.9,no
7868-tmwmz,female,1,yes,no,60,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.0,6668.35,no
4822-rvybb,male,1,no,no,8,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.6,819.4,yes
6732-fzugp,female,0,no,no,47,yes,yes,fiber optic,yes,no,yes,no,yes,no,one year,no,credit card (automatic),94.9,4615.25,no
8436-bjumm,male,0,yes,yes,26,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,83.75,2070.6,yes
4184-tjfan,female,1,yes,yes,3,yes,no,fiber optic,yes,no,no,yes,yes,no,month-to-month,yes,mailed check,88.3,273.75,yes
8329-gwvpj,female,0,yes,yes,50,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.75,3557.7,no
1352-vhkaj,male,0,yes,yes,27,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),71.6,1957.1,no
4145-uqxuq,female,1,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,92.1,729.95,yes
2632-tacxw,female,0,yes,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.65,1416.75,no
8146-qqkzh,female,0,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),81.85,5924.4,no
1767-cjkba,male,0,no,no,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.1,1697.7,no
6445-tnrxs,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.7,7849.85,no
4581-lnwum,female,0,no,no,13,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,no,electronic check,49.15,649.4,no
4869-epius,male,0,yes,no,56,yes,no,fiber optic,no,no,no,no,no,yes,one year,yes,electronic check,80.9,4557.5,no
9948-yptdg,male,0,yes,no,38,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,79.45,3013.05,yes
1236-wfcdv,male,1,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),90.45,1266.1,yes
1915-oakwd,female,0,no,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.3,360.35,no
7296-pixqy,female,0,yes,yes,14,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.2,1046.5,no
4883-qicih,male,0,yes,yes,32,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.75,2347.9,yes
3354-oadjp,female,0,no,no,8,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),54.25,447.75,no
3524-wqdsg,female,0,yes,yes,43,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.3,4209.95,no
0810-dhdbd,female,0,no,no,52,yes,yes,dsl,yes,no,yes,yes,yes,no,one year,no,credit card (automatic),74.0,3877.65,no
4026-skkhw,male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,50.25,152.3,no
2829-hyvzp,male,0,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.8,572.2,no
8329-ibcti,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,19.65,yes
1271-sjbgz,male,1,no,no,12,no,no phone service,dsl,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,43.65,526.95,yes
3845-jhamy,female,0,yes,yes,16,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),35.5,552.7,no
7013-psxhk,female,0,no,no,40,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed check,80.75,3208.65,no
5669-sraip,female,0,no,no,5,no,no phone service,dsl,no,no,yes,no,no,yes,month-to-month,no,electronic check,39.5,210.75,yes
5981-itemu,male,0,yes,no,40,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),97.1,3706.95,yes
3486-npgst,female,0,no,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.55,620.75,no
6941-pmgep,female,0,no,no,5,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.0,412.5,yes
1624-woiwj,female,0,no,no,10,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,mailed check,84.7,832.05,yes
2074-gkowz,male,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),89.55,185.55,yes
0376-ymcjc,male,0,no,no,23,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,90.6,1943.2,yes
6100-fjzdg,male,0,yes,yes,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.05,505.9,no
4829-zljtk,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,electronic check,112.4,8046.85,no
1730-vfmwo,female,0,yes,no,34,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),50.2,1815.3,no
7143-bqiba,male,0,no,no,10,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,no,bank transfer (automatic),62.25,612.95,no
3800-lytrk,female,0,no,no,14,yes,no,dsl,yes,no,no,yes,no,no,one year,no,mailed check,55.7,795.15,no
0634-szpqa,female,0,no,no,23,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),90.05,2169.8,yes
9646-nmhxe,male,0,yes,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.65,973.1,no
7030-njvdp,male,0,yes,no,24,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,89.25,2210.2,no
5536-rtpwk,male,0,yes,no,49,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.05,4853.75,yes
8883-grdwq,male,1,no,no,20,yes,no,dsl,yes,no,no,yes,no,no,one year,no,mailed check,54.0,1055.9,no
6166-ilmny,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),69.75,144.55,yes
3097-nnspb,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),49.05,91.1,yes
7771-zonat,male,0,no,no,22,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),56.75,1304.85,no
0655-rbdug,male,0,no,no,7,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),98.05,713.0,yes
2111-dwyhn,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,21.1,21.1,no
4194-whfcb,female,0,yes,yes,59,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),96.65,5580.8,no
